folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Lifestyle and Behavioral Health/SHHS1,ns1yr15,"Health Interview (Sleep Heart Health Study Visit One (SHHS1)): Since smoking began, non-smoker for one year or more","If yes to [AGESMK15]: Since smoking began, were you a non-smoker for one year or more?",choices,"",noyes01,health_interview_shhs,"","",shhs1_health_interview_form_new_york
Lifestyle and Behavioral Health/SHHS1,shots15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): drinks with hard liquor per week,"How many drinks with hard liquor (1 shot) do you usually have per week? (number of drinks, up to 2 digits)",numeric,drinks,"",alcohol;health_interview_shhs,"","",shhs1_health_interview_form_new_york
Lifestyle and Behavioral Health/SHHS1,smknow15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): now smoke cigarettes,Do you now smoke cigarettes?,choices,"",noyes01,health_interview_shhs,"","",shhs1_health_interview_form_new_york
Lifestyle and Behavioral Health/SHHS1,smokstat_s1,Smoking Status at Sleep Heart Health Study Visit One (SHHS1),Current Smoking Status at the Sleep Heart Health Study Visit One (SHHS1) visit,choices,"",smoker,sleep_habits_questionnaire_shhs,"",true,shhs1_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS1,soda15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): cups of soda (with caffeine) on a regular day,"How many cups/glasses of cola/soda (with caffeine) do you drink on a regular day?  (Number of cups/glasses of soda, up to 2 digits)",numeric,cups,"",pop;health_interview_shhs,"","",shhs1_health_interview_form_aric_chs_tucson_strong_heart;shhs1_health_interview_form_framingham;shhs1_health_interview_form_new_york
Lifestyle and Behavioral Health/SHHS1,tea15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): cups of tea on a regular day,"How many cups of tea (with caffeine) do you drink on a regular day? (Number of cups of tea, up to 2 digits)",numeric,cups,"",caffeine;health_interview_shhs,"","",shhs1_health_interview_form_aric_chs_tucson_strong_heart;shhs1_health_interview_form_framingham;shhs1_health_interview_form_new_york
Lifestyle and Behavioral Health/SHHS1,wine15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): glasses of wine per week,"How many 4 oz. glasses of wine do you usually have per week? (number of glasses of wine, up to 2 digits)",numeric,glasses,"",alcohol;health_interview_shhs,"","",shhs1_health_interview_form_new_york
Lifestyle and Behavioral Health/SHHS1,yrsns15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): years of not smoking,If yes to [NS1YR15] how many years did you not smoke?,numeric,years,"",health_interview_shhs,"","",shhs1_health_interview_form_new_york
Lifestyle and Behavioral Health/SHHS2,hi202,Health Interview (Sleep Heart Health Study Visit Two (SHHS2)): Aspirin in last 2 weeks,"2. During the last two weeks, did you take any aspirin or aspirin-containing medicines such as Bufferin, Anacin, or Ascriptin?",choices,"",noyes01,asa;acetylsalicylic acid;health_interview_shhs,"","",shhs2_health_interview
Lifestyle and Behavioral Health/SHHS2,hi202a,Health Interview (Sleep Heart Health Study Visit Two (SHHS2)): Number of days took aspirin,"a. If ""Yes,"" on how many days during the last two weeks did you take this medicine?",numeric,days,"",asa;acetylsalicylic acid;health_interview_shhs,"","",shhs2_health_interview
Lifestyle and Behavioral Health/SHHS2,sh320,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Smoke 20 packs of cigarettes in life,20. Have you smoked as many as 20 packs of cigarettes in your whole lifetime?,choices,"",noyes01,smoking;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh321,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Number of years since started smoking,21. How many years ago did you START smoking?,numeric,years,"",cigarettes;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh322,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Did not smoke for a year while smoker,"22. Since you began smoking, was there ever a period of one year or more that you did NOT smoke?",choices,"",noyes01,cigarettes;smoking;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh322a,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Number of years did not smoke,"22a. If ""Yes"" how many years did you NOT Smoke?",numeric,years,"",cigarettes;smoking;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh323,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Current smoker,23. Are you currently still smoking?,choices,"",noyes01,cigarettes;smoking;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh323a,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Years since stopped smoking,"23a. If ""No"" how many years ago did you STOP smoking?",numeric,years,"",cigarettes;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh324,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Average number of cigarettes/day,"24. On average, during the entire time you smoked, how many cigarettes did you usually smoke per day?",numeric,cigarettes,"",smoking;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh325,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Cups of coffee per day,"25. On a typical day, how many cups of regular coffee (with caffeine) do you drink?",numeric,cups,"",caffeine;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh326,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Cups of tea per day,26. How many cups of regular tea (with caffeine) do you drink on a typical day?,numeric,cups,"",caffeine;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh327a,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Glasses of cola per day,27. How many glasses or cans of cola or other soda with caffeine do you drink on a typical day? _________ glasses,numeric,glasses,"",caffeine;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh327b,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Cans of cola per day,27. How many glasses or cans of cola or other soda with caffeine do you drink on a typical day? _________ cans,numeric,cans,"",caffeine;pop;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh328,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Glasses of wine per week,28. How many glasses (4 oz.) of wine do you usually have per week?,numeric,glasses,"",alcohol;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh329,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Can/bottles of beer per week,29. How many bottles or cans of beer (12 oz.) do you usually have per week?,numeric,bottles,"",alcohol;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,sh330,Sleep Habits (Sleep Heart Health Study Visit Two (SHHS2)): Drinks of hard liquor per week,30. How many drinks with hard liquor (1 shot) do you usually have per week?,numeric,drinks,"",alcohol;sleep_habits_questionnaire_shhs,"","",shhs2_sleep_habits_questionnaire
Lifestyle and Behavioral Health/SHHS2,smokstat_s2,Smoking Status at Sleep Heart Health Study Visit Two (SHHS2),Current Smoking Status at the Sleep Heart Health Study Visit Two (SHHS2) ,choices,"",smoker,cigarettes,"",true,""
Medical History/Interim,accidents,Interim Follow-up: Number of automobile accidents in lifetime,"",numeric,car accidents,"",interim_shhs,"","",""
Medical History/Medications/Interim,aspirin,Interim Follow-up: How often are aspirin or aspirin-containing medications taken,"",choices,"",nevevery,acetylsalicylic acid;asa;interim_shhs,"","",""
Medical History/Medications/SHHS1,ace1,angiotensin-converting-enzyme inhibitor (ACE) inhibitors without diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking angiotensin-converting-enzyme inhibitor (ACE) INHIBITORS WITHOUT DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,aced1,angiotensin-converting-enzyme inhibitor (ACE) inhibitors with diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking angiotensin-converting-enzyme inhibitor (ACE) INHIBITORS WITH DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,alpha1,Alpha-Blockers Without Diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ALPHA-BLOCKERS WITHOUT DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,alphad1,Alpha-Blockers With Diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ALPHA-BLOCKERS WITH DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,anar1a1,"Anti-Arrhythmics, Class 1A (Sleep Heart Health Study Visit One (SHHS1))","Participant taking ANTI-ARRHYTHMICS, CLASS 1A within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,arrhythmia;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,anar1b1,"Anti-Arrhythmics, Class 1B (Sleep Heart Health Study Visit One (SHHS1))","Participant taking ANTI-ARRHYTHMICS, CLASS 1B within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,arrhythmia;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,anar1c1,"Anti-Arrhythmics, Class 1C (Sleep Heart Health Study Visit One (SHHS1))","Participant taking ANTI-ARRHYTHMICS, CLASS 1C within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,arrhythmia;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,anar31,"Anti-Arrhythmics, Class 3 (Sleep Heart Health Study Visit One (SHHS1))","Participant taking ANTI-ARRHYTHMICS, CLASS 3 within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,arrhythmia;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,asa1,Aspirin From 280804 (Anti-Inflam Agents) (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ASPIRIN FROM 280804 (ANTI-INFLAM AGENTS) within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,clotting;inflammation;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,basq1,Bile-acid sequestrant (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking BILE-ACID SEQUESTRANTS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,dyslipidemia;hyperlipidemia;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,benzod1,Benzodiazepines (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking BENZODIAZEPINES within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,anti-psychotic;panic disorder;generalized anxiety disorder;insomnia;seizure;withdrawal;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,beta1,Beta-blockers without diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking BETA-BLOCKERS WITHOUT DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,betad1,Beta-blockers with diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking BETA-BLOCKERS WITH DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,ccb1,Any calcium-channel blocker = CCIR or CCBSR or CCBT (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ANY CALCIUM-CHANNEL BLOCKER = CCIR OR CCBSR OR CCBT within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,ccbir1,Immediate-release CCBS = NFIR or DIHIR or VERIR or DLTIR (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking IMMEDIATE-RELEASE CCBS = NIFIR OR DIHIR OR VERIR OR DLTIR within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,ccbsr1,Slow-release CCBS = NIFSR or DIHSR or VERSR or DLTSR or AMLOD (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking SLOW-RELEASE CCBS = NIFSR OR DIHSR OR VERSR OR DLTSR OR AMLOD within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,dig1,Digitalis preparations (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking DIGITALIS PREPARATIONS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,diuret1,Any diuretic (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ANY DIURETIC within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,estrgn1,"Estrogens, Excluding Vaginal Creams (Sleep Heart Health Study Visit One (SHHS1))","Participant taking ESTROGENS, EXCLUDING VAGINAL CREAMS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hormone therapy;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,hctz1,Thiazide diuretics without k-sparing agents (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking THIAZIDE DIURETICS WITHOUT K-SPARING AGENTS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,hctzk1,Thiazide diuretics with k-sparing agents (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking THIAZIDE DIURETICS WITH K-SPARING AGENTS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,htnmed1,Any Anti-Hypertensive Medication (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ANY ANTI-HYPERTENSIVE MEDICATION within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,insuln1,Insulins (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking INSULINS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,diabetes;dm;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,istrd1,Inhaled steroids for asthma (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking INHALED STEROIDS FOR ASTHMA within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,asthma;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,lipid1,Any Lipid-Lowering Medication (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ANY LIPID-LOWERING MEDICATION within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hyperlipidemia;dyslipidemia;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,loop1,Loop diuretics (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking LOOP DIURETICS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,niac1,Niacin and nicotinic acid (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking NIACIN AND NICOTINIC ACID within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,dyslipidemia;hyperlipidemia;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,nitro15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): Doctor of Medicine (MD) prescribed nitro in last year,Doctor of Medicine (MD) prescribed nitro in last year?,choices,"",yesnod,health_interview_shhs,"","",shhs1_health_interview_form_aric_chs_tucson_strong_heart;shhs1_health_interview_form_framingham;shhs1_health_interview_form_new_york
Medical History/Medications/SHHS1,nsaid1,"Non-Steroidal Anti-Inflammatory Agents, Excluding Aspirin (Sleep Heart Health Study Visit One (SHHS1))","Participant taking NON-STEROIDAL ANTI-INFLAMMATORY AGENTS, EXCLUDING ASPIRIN within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,inflammation;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,ntca1,Non-Tricyclic Antidepressants Other Than monoamine oxidase inhibitor (MAOI) (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking NON-TRICYCLIC ANTIDEPRESSANTS OTHER THAN monoamine oxidase inhibitor (MAOI) within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,depression;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,ntg1,Nitrates (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking NITRATES within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,ohga1,Oral Hypoglycemic Agents (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ORAL HYPOGLYCEMIC AGENTS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,diabetes;dm;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,ostrd1,Oral steroids (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking ORAL STEROIDS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,autoimmune;inflammation;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,pdei1,Phosphodiesterase Inhibitors (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking PHOSPHODIESTERASE INHIBITORS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,erectile dysfunction;ed;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,premar1,Premarin (Conjugated Estrogens) (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking PREMARIN (CONJUGATED ESTROGENS) within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hormone therapy;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,progst1,Progestins (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking PROGESTINS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hormone therapy;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,pvdl1,"Peripheral vasodilators, exclude dipyridamole (Sleep Heart Health Study Visit One (SHHS1))","Participant taking PERIPHERAL VASODILATORS, EXCLUDE DIPYRIDAMOLE within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,sympth1,"Sympathomimetics, Oral And Inhaled (Sleep Heart Health Study Visit One (SHHS1))","Participant taking SYMPATHOMIMETICS, ORAL AND INHALED within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypotension;heart failure;hf;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,tca1,Tricylic Anti-Depressants (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking TRICYLIC ANTI-DEPRESSANTS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,depression;medication_form_shhs,"",true,shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,thry1,Thyroid agents (Sleep Heart Health Study Visit One (SHHS1)),"Participant taking THYROID AGENTS within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,goiter;hypothyroidism;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,vaso1,"Vasodilators, a mixed group (Sleep Heart Health Study Visit One (SHHS1))","Participant taking VASODILATORS, A MIXED GROUP within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,vasod1,"Vasodilators with diuretics, a mixed group (Sleep Heart Health Study Visit One (SHHS1))","Participant taking VASODILATORS WITH DIURETICS, A MIXED GROUP within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS1,warf1,"Oral anticoagulants including warfarin, coumadin, and anisindione (Sleep Heart Health Study Visit One (SHHS1))","Participant taking ORAL ANTICOAGULANTS INCLUDING WARFARIN, COUMADIN, AND ANISINDIONE within two weeks of the Sleep Heart Health Study Visit One (SHHS1) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,pulmonary embolism;dvt;deep-vein thrombosis;acute coronary syndrome;medication_form_shhs,"","",shhs1_medications_prescription_and_over_the_counter_form
Medical History/Medications/SHHS2,a2a2,Angiotensin Type 2 Antagonists (Sleep Heart Health Study Visit Two (SHHS2)),"Participant taking ANGIOTENSIN TYPE 2 ANTAGONISTS within two weeks of the Sleep Heart Health Study Visit Two (SHHS2) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs2_medication_form
Medical History/Medications/SHHS2,a2ad2,Combinations Of Angiotensin II Antagonists Plus Diuretics (Sleep Heart Health Study Visit Two (SHHS2)),"Participant taking COMBINATIONS OF ANGIOTENSIN II ANTAGONISTS PLUS DIURETICS within two weeks of the Sleep Heart Health Study Visit Two (SHHS2) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"","",shhs2_medication_form
Medical History/Medications/SHHS2,ace2,angiotensin-converting-enzyme inhibitor (ACE) inhibitors without diuretics (Sleep Heart Health Study Visit Two (SHHS2)),"Participant taking angiotensin-converting-enzyme inhibitor (ACE) INHIBITORS WITHOUT DIURETICS within two weeks of the Sleep Heart Health Study Visit Two (SHHS2) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"",true,shhs2_medication_form
Medical History/Medications/SHHS2,aced2,angiotensin-converting-enzyme inhibitor (ACE) inhibitors with diuretics (Sleep Heart Health Study Visit Two (SHHS2)),"Participant taking angiotensin-converting-enzyme inhibitor (ACE) INHIBITORS WITH DIURETICS within two weeks of the Sleep Heart Health Study Visit Two (SHHS2) visit.  All medications were recorded during the interview, and medication information was later categorized by physician review.",choices,"",noyes01,hypertension;htn;high blood pressure;medication_form_shhs,"",true,shhs2_medication_form
